Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Morocco,MAR,0.305325348108431,0.208998473305515,0.194633365567,0.242738945207909,0.57019059079328,0.739189609529312,1.17487783805592,1.4811164112028,6.0135640292616,4.04625319267701,5.52351711568337,7.44006663292583,6.48582252084039,4.55138703939471,3.52679771804417,2.61402225287558,2.89821223160529,3.29989896331367,2.41389789515822,0.321780512925498,0.296128236742874
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Mozambique,MOZ,6.21223527949675,6.28945069549311,7.15607959007746,10.0969874352829,7.99532685365388,7.51808300528586,8.50524215312992,9.80505322870557,10.2039173979552,10.0220013623256,10.2684840762505,11.3709466025082,11.9192598207508,11.6325534065914,11.9039028509476,12.2160721685778,16.3133886142564,18.0510410834352,16.3975888133586,12.6767242973038,11.8639361284365
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Myanmar,MMR,10.8456569216916,15.8304411877684,17.4019189724924,20.1839434402257,18.8644610196514,18.7820488600823,17.7577369198911,15.8146237862238,13.9641200526851,8.97077901763052,7.98804207462158,7.3614633514873,5.95623957618071,5.85283366421301,7.88242876018736,6.61317909325215,6.8108721648708,7.82010371696471,6.70278022169487,5.88188183004994,4.66301426840348
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Namibia,NAM,0.592005978212752,0.634861422008575,0.598634291159831,0.930610729240151,0.794488876889435,1.18277131353143,2.66281251772741,5.84952043001738,2.25103912617622,1.93055021806173,2.39089689019764,2.071941381811,1.73059224032469,1.17402632983259,1.64153563776896,1.8752743624842,2.60379046438201,3.35579400030648,1.26282912430688,1.43731396410693,1.93029383948291
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Nepal,NPL,1.16705846127349,1.06064751974629,1.14182037541713,1.21007972058267,0.901715057589508,0.805920859332569,1.08186046810072,1.35696196558179,1.07437107737277,1.00484448505294,1.47229700729972,1.11680132754903,0.967618550144898,0.844770803744654,0.860719085973924,0.934890235914136,1.03122054018578,0.703261897013786,0.424156459923021,0.446189344690663,0.522630900968538
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Netherlands,NLD,0.389447934898109,0.778557219518414,0.552503607344249,0.477294939452294,0.445249259246216,0.345526753433281,0.656627307066423,0.592989048060138,1.04292053969949,0.722759892442524,0.762696109172764,1.02062784943271,1.13202011724154,1.11989801648239,0.689866623445569,0.442606663458837,0.251209116098856,0.283564780405105,0.355103573458477,0.218267467639851,0.0837440351956371
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,New Caledonia,NCL,12.0962606484114,3.76365320238985,4.51767160705527,8.20945366480336,11.7109438932061,8.14294890463805,18.3004085572826,35.2613182298492,2.6112635194797,0.0115765236192026,5.29439177747213,4.13080410068162,0.0114496916463885,0.0105325049427626,0.0126797653775496,0.0128159191409519,0.013426159178997,0.0171317828341953,0.970193483384602,0.0122251541031086,0.0127156723522875
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,New Zealand,NZL,2.35572401786313,2.09524265570961,1.74199803152753,1.25651895446249,1.09975067280001,1.23602964559984,1.29267923136784,1.3734710448309,2.36269174740727,1.74759128114708,2.1224362002947,2.19427362254657,1.68350699548628,1.52078184314436,1.42914435215029,1.28424903944645,1.04750029579275,1.59353965038242,1.58813238238384,1.50327657838238,1.27246721100633
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Nicaragua,NIC,1.3540087539637,1.14847900083655,1.14157988958926,1.12766211906764,1.29185557609837,1.11397978053442,1.57912337410457,1.54258856099957,1.4819143624518,1.31162414000297,4.15315104137442,5.12065108678162,4.62546930334416,4.95048345059701,4.2211834678271,2.10539835608013,3.11297731611032,2.7029582269273,2.02687465495511,1.28485958829485,1.65812864181366
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Niger,NER,7.26831682770737,6.55942488973714,7.01295308601143,9.26317259194414,7.50759997659221,7.20852272920724,6.89459669021653,8.30057946231934,7.94563898176327,7.96220358501721,6.88472156897825,8.1477117559769,10.3335481762903,11.466881046248,10.2730531340882,9.74015905746736,9.68635453036973,9.37929042574549,6.79609733342576,5.81263963543114,5.56826403591678
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Nigeria,NGA,24.9357339994509,18.1012267482663,13.6048166584392,15.512504112848,16.775506962461,19.3875677161802,16.6989726330047,15.8610116948726,17.590261235625,10.6511450158162,13.8029914948457,17.5539035632028,15.1485150031193,11.6227181116144,8.78193552361452,4.55410681800406,4.65772615666869,7.80498492445019,9.79850822600435,8.35322267194456,5.07484002483035
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,North Macedonia,MKD,0.416376119896184,0.240279102689032,0.2486522972454,0.284074310222365,0.529949571288064,0.472471662771118,2.22591304574127,5.5649093281405,0.94997727771704,0.785735826282886,1.48054751512056,1.31901217415565,1.17381157835713,1.1286016514686,1.18602847424584,0.935040215942746,0.866322047138143,0.804308286542463,0.424659195176793,0.146172211539348,0.144963330218282
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Northern Mariana Islands,MNP,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Norway,NOR,12.2926602470975,9.86854080068064,8.80703368760757,8.67852288037213,9.49868097130803,10.4924230669843,10.8945313138908,9.56163328120944,12.6176722555388,8.36533197935372,7.66161471850852,10.0323919412624,9.34170992776999,8.16854742910885,7.51744992129352,5.16239861599802,3.86709464602749,5.33590347738304,7.39362211775806,6.26890345034754,4.18128689630728
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Oman,OMN,46.4323533403582,39.6608260982704,36.5156563174369,36.1663480509711,39.6932689656436,46.2910962199201,44.5972509306022,41.3713037014859,40.5020271140744,33.9582915199024,35.1702914756151,43.273814289286,40.4418641958152,38.8455213970653,34.348523798708,21.0999447505156,18.0527768334822,21.3537653208209,27.0144782962431,24.9800297060137,18.8866635649826
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Pakistan,PAK,1.83884365392209,1.8560030372484,2.20000712578415,2.18530023268376,2.449015487971,2.89116676059003,2.74227699834054,2.2305726195064,2.30185926464357,1.83964954460087,2.27972757975705,2.615759800493,2.56305239816052,2.14619455982111,1.9953468853851,1.22522777965692,0.96533124558749,1.10680683630599,1.24123933516406,1.30340484004876,1.12387026995965
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Palau,PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Panama,PAN,0.137185387867812,0.124076228094074,0.123117307933687,0.143856414123735,0.160147634592891,0.0987195742549029,0.127267314799788,0.117743566419889,0.109519193886937,0.14470191986794,0.234720390623527,0.269868830701767,0.260441253310238,0.216897753935313,0.231601530644453,0.138690460109424,0.131004580785833,0.124276365709136,0.0994393790926708,0.31611229608813,0.535097865738947
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Papua New Guinea,PNG,25.7002086888519,17.505282726103,19.8483010320863,22.084810442314,28.790794029329,31.2020381442888,27.4026305651904,24.2068320642901,25.3611419818964,18.9071661714619,27.8968249359842,26.2680889498874,15.8152886420978,11.6658602971436,14.02772535223,12.7384528214768,14.3368397378808,16.0436340949199,16.921880825492,13.8152037166577,11.9417254747487
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Paraguay,PRY,1.46125820906746,1.60887106842193,2.06807979138211,2.14219181665103,1.64919367692685,1.6488717465954,1.92110670134396,1.74879846359446,1.53670993415519,1.62701325231846,2.08299287196264,1.67187532266737,1.69034010085165,1.6980914846184,1.68579710915118,1.69931574477657,1.89364402448299,1.68483913659766,1.51126155574886,1.37779411178328,1.68263325547904
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Peru,PER,3.00673261080851,1.87027989928496,2.00486620297994,3.0037165322875,6.234603660457,7.82322862890974,13.4308080436867,14.213314090691,12.0258973772881,8.9210124490135,11.2141792512141,12.7665949125059,9.99927931288698,7.65420483078558,5.66292821656372,3.91148648466656,4.40523816648386,5.8962563954339,5.95602611154103,2.49912146958912,3.97961448773443
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Philippines,PHL,0.464605311146084,0.364822695488848,0.559004078335385,0.772663756762627,0.875871134569893,0.891170286368252,1.4699734534733,2.90665631792163,1.52340699760132,1.1747398877258,2.11755801672482,2.84367320905718,1.55356736359168,1.1859412840883,1.5089650931856,0.758148274430124,0.661597167675748,0.964596437230551,0.943783444739612,0.78530018741462,0.764112790267085
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Poland,POL,0.607750041899211,0.785713115899639,0.565655329458689,0.598445982092893,1.44432044481015,1.16882023675091,1.60097843809302,1.36253196224239,2.04775399554984,1.14376244780615,4.33027218366267,5.71416347861788,3.79887246755542,3.33330904653522,3.15767703778128,1.29098319489632,2.02624729962296,3.06146096477289,2.71315064903734,0.671601200907606,0.535468929487005
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Portugal,PRT,0.149104429691798,0.114793187807955,0.116829503783309,0.113795339898129,0.150870867227772,0.164403580588561,0.282892334825025,0.276602758813046,0.240482694574169,0.110113966795685,0.219238742769667,0.244908396407978,0.259819202336753,0.196206023994317,0.204731493524196,0.159709580402046,0.158382699146323,0.191626691576631,0.240667367524237,0.221431953517005,0.200282467054982
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Puerto Rico,PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Qatar,QAT,46.571294588063,42.0793085562037,37.9053779549672,39.0219328822431,39.9025622867651,43.620803037963,39.1119310588412,35.6959140693704,36.928035954367,29.0898330327173,32.4299374160987,36.7182426077088,35.1062400831471,32.063390113225,27.6978144663127,19.0641343344092,15.9817678598717,18.8986723864413,23.9995278669173,22.3739866660968,20.2259593186526
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Romania,ROU,3.46123165499051,3.50818907610252,2.7112003162552,2.46447091859139,2.42710528670431,1.9812708693419,2.07748693260267,1.63281122949123,2.1230453115181,1.43548196399429,1.71353438994212,2.28817644873145,2.18833144039798,1.87595138869643,1.51017281377838,0.975979399576012,0.688993508362941,0.884924035595192,1.07026334712177,0.798252105262357,0.508984051380759
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Russian Federation,RUS,21.5026961545567,19.5086027305984,16.9811963787946,16.8227791604724,16.4102250034065,17.4165849709082,18.0379914298715,15.7870611841198,19.1049787037836,14.4591281726985,13.6767287816453,16.2675600700583,14.293372457197,12.799885012616,12.4271978897589,9.761666714108,8.19418914130003,9.71546623895349,14.4734868157828,12.2071140110196,7.58812544004463
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Rwanda,RWA,5.03496552984893,5.37510520142139,6.4377693588679,9.07682974388652,7.02043949824649,5.9570253928291,5.2964919730077,6.22572427896954,8.30580145177946,6.935422955435,6.48655252910732,6.99565680326328,6.39423290634701,6.50475580749802,6.4521550362679,5.77813915585401,5.99862102587479,6.01492971463291,4.71387568610559,3.81709032313618,4.10481845130795
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Samoa,WSM,0.47111704310974,0.551007408390949,0.567747940965295,0.558162847387572,0.403326023249032,0.311289651963659,0.259331274861089,0.330598374650033,0.468263247489721,0.443535455037048,0.410594291707161,0.479148651100215,0.39649921551572,0.354470433710273,0.514371821253179,0.385043626528853,0.425429774129313,0.482469410561221,0.264678611319933,0.232259603701569,0.301640791056231
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,San Marino,SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Sao Tome and Principe,STP,..,2.97851781674319,3.20434365847031,4.00630925326351,3.05849147819464,2.74523195490654,2.68486078996349,3.62146494582258,3.51834389031727,3.5091899751829,3.97441398723173,3.82221922487921,3.81740404574064,3.33902231905861,3.04723492306762,3.41287577328636,3.27531389837999,3.15239782697584,2.33693840944991,2.04664899329107,1.98018939747641
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Saudi Arabia,SAU,42.6687976015313,34.5968576950563,32.4379936618598,38.0176108810544,43.622529277929,49.9329268031463,50.7560683000309,48.4725676503893,55.0244289481432,35.7727355951894,38.8834681571132,50.2036438017781,48.5007097596571,45.530927478843,41.3384300115975,24.8553045322483,20.7349959872418,24.4865557580774,29.2707418122277,25.453167735458,17.3184270283149
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Senegal,SEN,2.30805328155825,2.05976120051983,2.2894897302113,2.68475374294378,1.97163158742871,1.9916257642601,1.9932129479554,2.3034822903582,3.07242721618133,3.83444920218272,2.97597316384999,3.6495940769705,4.86398118749562,3.42436224964169,3.1569476524477,3.47911885653568,3.9796411050175,3.21232528542185,2.88655464408866,2.75988310568798,2.86963190075436
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Serbia,SRB,2.33274311334293,1.50240352241228,0.628709984358027,0.535968883702967,1.75377809041674,1.24346302195652,1.500776590768,1.55422939890246,2.85101542369955,1.29420135500539,2.51068899120357,3.35044641406988,2.77478070010415,2.05963239192195,1.89442302636645,1.27718856590432,1.17155898842791,1.52263044010001,1.54067953539602,1.19461693747908,0.947608509343353
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Seychelles,SYC,0.106839697103305,0.100866292801415,0.104835241294799,0.118386036607082,0.0655728027215241,0.0909496426772842,0.102807711673663,0.108712512691565,0.178453829903448,0.160955511131527,0.146953956678162,0.149780680938161,0.1644793129234,0.136887236537623,0.122451367247677,0.100073979606541,0.0990332020466637,0.11671286310133,0.121453194976473,0.0974947166802459,0.13148617576909
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Sierra Leone,SLE,14.2566872840621,8.05230833851418,8.43552502197745,12.876788824159,11.1023236756794,9.90200209747713,9.42718135843611,12.2555158372532,11.6115795671527,12.2691742280754,10.5288662404631,10.9869587677677,9.77051963302454,7.22686963531629,8.02771244072182,10.5713602396516,14.6732645434772,14.9365306672881,8.55532841443589,7.49079656656829,8.22978194152241
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Singapore,SGP,0.000326034372238966,0.000402379159230447,0.000433988190805362,0.00059371726127004,0.000555644983388465,0.000547061404429524,0.00365545459554034,0.00685518128899803,0.0253865664259656,0.00678567168470838,0.038512160672046,0.154301445478482,0.143294198627007,0.119459449682427,0.104879469325881,0.0343911572935456,0.029353972319112,0.000452888881904618,0.000188767152938037,0.000169266160429021,0.00024207226855629
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,..,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Slovak Republic,SVK,0.404812702829579,0.359441674513417,0.257190615969929,0.256611358525381,0.300470034071033,0.320443991598652,0.295365970628096,0.320032290067116,0.384452093508407,0.269772306103852,0.337208259001387,0.359867998454853,0.325157520045924,0.296934539699268,0.288569282906269,0.26302479249352,0.261669771629207,0.333116894336664,0.289202597240663,0.251989434209045,0.219233025168727
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Slovenia,SVN,0.165849101778217,0.199306385689207,0.13744231201025,0.144377050092285,0.234121034135071,0.184333376963884,0.211639433767345,0.231396138446941,0.393053204516194,0.206333476418366,0.300599361470026,0.35989971304657,0.252704524589708,0.206400677505941,0.264570914876485,0.263848700764214,0.261246243560769,0.268545994107094,0.261790471547443,0.23437135303998,0.214171558575469
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Solomon Islands,SLB,5.2621771900403,5.62366918680554,7.11043995156603,9.62018845302295,7.43048542464874,8.97922922933814,10.6910961000805,16.6857707308539,18.6314854935,12.9304859284596,15.7647772737329,19.9027124452237,20.8519077419093,17.7681136707893,20.6416871336495,16.6664900887493,14.3004643478535,22.9192896376451,22.3396585662881,19.145353163623,19.1938888891881
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,17.8127642098138,18.2921917574279,18.8761765982543,19.5454511774019,18.697269661953,11.735774261604,10.7304105687897,11.455284804417
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,South Africa,ZAF,3.71688450048923,4.94658656928292,4.67923392268105,2.99086668200306,4.77963979439938,4.56849246597233,5.2274047401405,6.3657074741337,11.9900580422374,4.93797499670312,6.84683101275869,7.81466074244917,6.40436399402211,6.11153096342063,4.66573419871465,2.80794769347075,3.56159906611897,3.8355856656622,3.86949148830953,4.18782227881945,4.01777511009808
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,58.2776601424041,35.188657039956,43.7092935094988,51.7868586633182,5.60460947133863,14.7084526216951,28.4570049428564,13.0532234224485,..,..,..,..,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Spain,ESP,0.0499266682860174,0.0564405854963142,0.0459379332028074,0.037680043973568,0.0468983599455063,0.0365129860316234,0.0437611139022438,0.0522545246245296,0.0651768808604099,0.0353108280972567,0.058346056568316,0.065256205028861,0.0730629225763844,0.0627348719312166,0.0606477510711108,0.0478922611851597,0.0419317249195144,0.0530656069147325,0.0630077839936006,0.0390101070611282,0.0381216045324834
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Sri Lanka,LKA,0.190956032913517,0.196220474071304,0.203787939938968,0.196684504988527,0.147494466742975,0.124198914028397,0.16417428202828,0.196497793780255,0.168491007991096,0.154024920053947,0.181247741101714,0.161869001521806,0.137234670569948,0.111206626762233,0.106716230120525,0.116815682766825,0.120808775080832,0.0888765377568958,0.064834147164453,0.0722571812304566,0.0850400982115445
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,St. Kitts and Nevis,KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,St. Lucia,LCA,0.0103818193524413,0.0108995599318409,0.00976368630541872,0.00955262139236899,0.00923644702272921,0.00854642315722339,0.011003542472601,0.0107765868867244,0.0106419166715498,0.00993011381194443,0.0213939960854132,0.0171733829693113,0.0164637996812387,0.0211912988549864,0.0254436551499196,0.0186627705111545,0.0242375524260307,0.0188680203388547,0.0120179605482605,0.0105301058741755,0.0193601689591786
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,0,..,..,0,..,..,..,..,..,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,St. Vincent and the Grenadines,VCT,0.0197308869123896,0.0180467018441428,0.0151801262417854,0.015347834892368,0.0145943068486417,0.0134063462217842,0.0171699193285803,0.0157871725548066,0.0161514365672412,0.0148951275322513,0.0333656636694466,0.028465453623185,0.0269643348103745,0.034115439439788,0.0423946065801886,0.0312630692791454,0.0407859033307733,0.0329828886778541,0.0209304790297473,0.018299980174056,0.0256464367493511
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Sudan,SDN,10.7834600175368,6.91016926563004,7.22283531579549,7.00622430942374,10.1433483895059,12.4802287524508,12.5389562552987,13.677466454982,17.9797789026983,9.8427070618575,11.9428584964653,16.7759073133375,6.64669345938477,7.51778871746273,5.17423775201674,2.97569090164715,2.74050635867162,2.48029512284545,6.14770644131694,8.25976911220096,9.29265238055366
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Suriname,SUR,12.3387388089747,11.6233257963328,7.86803705064934,6.93494800304082,8.9413724509072,15.2004474166859,13.1868444010477,14.3924082867818,15.9675361939534,11.3987131377577,22.1694362010361,31.9335594131783,29.1297720421828,20.7444083074763,13.3454910423686,5.12495877980327,15.0617975898749,19.7854729048857,8.44388268533074,6.83251753458721,4.60122863820656
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Sweden,SWE,0.313367613234087,0.322643494072171,0.321564907171153,0.263508968727942,0.238576047242459,0.436646674359194,0.441406275820555,0.649093880537934,0.653208439558389,0.34427300932069,1.41416853353088,1.6957695570353,1.06629092584269,1.00193412946544,0.908726777199877,0.488159781498559,0.722466863316197,1.04602397797532,1.06109616438888,0.404780111504663,0.370599691340783
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Switzerland,CHE,0.0339378282692173,0.020027551740193,0.0174874465729194,0.0179605826583903,0.0139653911937158,0.0146097923245434,0.0174346266304433,0.0193040083982512,0.0170877778380369,0.0149515003832237,0.0153502739851764,0.0129731788701895,0.0116054102262085,0.0122925706275075,0.0133939110821008,0.0106918477707141,0.0105099534065671,0.00979558760538153,0.0130088671838284,0.0091832516564973,0.00802785319765779
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Syrian Arab Republic,SYR,6.45786585558319,5.22698243829877,5.48864248955815,5.8103150487949,4.83903739957955,5.53488198706116,5.40934294961658,4.80807293077512,5.63988552760689,3.3008620480675,4.10943264371734,20.3536054160127,15.2359708811944,10.4697183432435,5.74137102637288,3.61325134885599,3.17208654310089,3.11485462954234,3.35036111849182,3.76931985084524,6.37482598047532
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Tajikistan,TJK,1.03361279036881,0.805848988816504,0.870841445154547,0.771708158446555,0.670242624415773,0.573554955696277,0.806534780212606,0.755300010566859,0.83611428208625,0.667149274578302,1.67499054637824,2.03753218816376,1.70765801661998,1.3294136907651,2.19331996280515,2.26536441077173,3.80725838932103,4.54778525164425,5.40040742136206,5.22368712777317,5.13513488386848
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Tanzania,TZA,3.75533581161388,4.04412476360876,4.85747358130828,6.86273700817164,5.35429372711806,4.99358813102763,5.52196373960203,6.20610344090512,5.0765951351817,5.53625650735826,5.55945838220369,7.33646177996057,6.8325198508577,5.76723525319283,5.04690559304949,5.30193884393363,5.61603835789229,5.13616759488345,3.61159728659091,3.53145044367484,3.85169508025186
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Thailand,THA,2.03569797727683,1.94127427905778,1.74432562114147,2.29161140202485,2.39381750940094,2.84717140955297,2.88566054006214,2.75732969055044,3.62309704439162,2.40093157400913,2.73568032123207,3.14709998160529,2.90571167294829,2.61852748014065,2.8228271736769,1.93092320697655,1.5532188768547,1.63215260676224,1.81670642609227,1.51242491485513,1.1095683956846
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Timor-Leste,TLS,0.403626442484974,0.349604288511654,0.385732111728361,0.520108397399869,..,..,..,..,..,..,..,..,..,..,..,79.4309494383903,44.5556159738805,44.8705165836223,62.7689541343655,44.8952633775622,34.3932968859447
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Togo,TGO,7.14401583181283,6.64861942296073,6.84815672076429,9.30157253117212,6.31025984592111,6.87103075962386,8.39328796217993,10.5484843902413,15.1545627268664,14.6752963580582,11.3076284343152,17.924810571738,20.9936889901917,15.5653200902369,13.3950715961836,12.7280087175611,9.003109569313,7.77733835842081,4.87362329556752,4.32587635811955,4.73168572169493
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Tonga,TON,0.0280007129178722,0.0334836324185704,0.0356624746568151,0.0416732311926056,0.0314037620833385,0.0240156319029119,0.0365612699976649,0.0481607338181629,0.0556292226810907,0.0549399979848963,0.0485079387936127,0.0478419579924403,0.0398683612912305,0.0401188794815067,0.0521558048423682,0.0421389970297059,0.0453861467678001,0.0540904435129096,0.0399575891818241,0.0355539728781376,0.0390440712702677
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Trinidad and Tobago,TTO,14.0818626378959,10.1729837328617,11.8982860535807,10.6549102773187,10.8323099394832,16.0670386642135,18.3898478452635,15.9606779203426,15.2710339879178,16.147506232455,13.5019281289188,21.1902057775941,19.0454490519432,18.9417880426583,15.5987828212435,7.5354554955632,4.12214241273861,5.76137730000007,11.2320374302733,11.0689882994292,5.88215476519225
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Tunisia,TUN,3.70327177976697,2.92496870132318,2.84157068666264,2.55468043997787,3.04495874209081,4.33097628210826,4.79955838418535,6.35147319614426,9.88012098886805,6.99090855049675,5.80230500738706,6.26002372605509,6.61237658820711,5.46168537320013,4.59413759866907,2.68828674720116,2.18515588296029,2.51025972718522,2.82187987069052,2.24739229652362,1.46717230583582
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Turkiye,TUR,0.241654018503172,0.290748556810644,0.208352788307941,0.185862775534768,0.258039998415792,0.246555610028496,0.338060205831875,0.393584701213481,0.622799886391042,0.390043503554907,1.0333326630856,1.15599036897188,0.748490714870341,0.621362748916478,0.515494221044849,0.259377096732697,0.381853603415781,0.379263394718781,0.52996663633101,0.382779823529053,0.397202384078982
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Turkmenistan,TKM,59.3410849589971,75.3659098606219,52.4472081690816,48.7135348522424,44.100559936972,43.1678316179969,51.478078444309,49.2587863251987,56.9658866272325,22.9354468837346,23.2100512626625,34.2784349181735,30.8737007585666,27.4926438120002,20.1759840166561,15.4827871650235,9.65761604863881,13.0262092742703,20.0690091609088,13.4925127713072,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Turks and Caicos Islands,TCA,..,0.00195017578846437,0.00177744045909041,0.00176369859536628,0.00160774282106281,0.00137263351421437,0.00165189492161972,0.00166099161014742,0.00165092058226261,0.00192412123548456,0.00470190017585731,0.00387136232153088,0.00388988760953433,0.00513935047593194,0.00597028510106603,0.00415130851289815,0.00520201843450933,0.00448799747282142,0.00277281674159693,0.00235664810158653,0.00416657969513341
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Tuvalu,TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Uganda,UGA,12.0494143938765,12.4643931713023,14.2481201571521,20.8852302359366,15.1925629839147,13.9239561199514,13.2519669621419,16.1640796388529,16.4379945980784,9.46245873827469,8.10229439370414,9.15620849237058,10.6585708011681,10.6586103842094,10.3312319703494,10.7947576138514,12.7336513052995,12.1305147407764,8.38888217833344,7.38833937837014,7.56349041713714
